"g","zhon.dv.1_2","zhon.dv.1_3","zhon.dv.1_7","zhon.dv.1_8","zhon.dv.1_10"
"queensland2",3,4,4,7,7
"queensland2",6,6,5,4,5
"queensland2",2,2,1,1,1
"queensland2",7,7,1,1,7
"queensland2",5,2,5,6,5
"queensland2",1,1,3,1,2
"queensland2",6,2,2,2,4
"queensland2",5,5,5,5,5
"queensland2",5,6,3,4,4
"queensland2",4,4,2,2,2
"queensland2",2,1,4,1,2
"queensland2",4,2,5,3,3
"queensland2",1,2,5,2,2
"queensland2",7,4,5,5,5
"queensland2",7,2,5,5,5
"queensland2",4,1,2,1,2
"queensland2",5,5,1,1,5
"queensland2",5,5,4,5,2
"queensland2",3,4,1,1,4
"queensland2",5,4,5,5,3
"queensland2",6,5,2,4,4
"queensland2",7,1,5,2,4
"queensland2",3,3,3,2,5
"queensland2",3,2,5,4,4
"queensland2",2,2,6,3,6
"queensland2",1,1,1,1,1
"queensland2",4,1,2,1,2
"queensland2",5,3,3,3,4
"queensland2",3,3,3,2,3
"queensland2",2,1,3,1,1
"queensland2",1,1,1,1,1
"queensland2",3,2,2,2,2
"queensland2",1,1,2,2,1
"queensland2",5,5,6,5,6
"queensland2",2,2,4,7,6
"queensland2",5,2,1,1,1
"queensland2",5,4,3,5,5
"queensland2",3,4,5,4,5
"queensland2",4,2,2,2,2
"queensland2",1,1,2,3,5
"queensland2",4,5,4,2,4
"queensland2",5,2,2,5,4
"queensland2",7,4,2,2,2
"queensland2",3,3,2,1,2
"moralsense",2,2,1,2,3
"moralsense",6,7,5,3,4
"moralsense",2,2,2,2,2
"moralsense",5,7,6,6,7
"moralsense",7,6,6,5,2
"moralsense",4,4,2,2,3
"moralsense",4,5,4,4,4
"moralsense",3,2,7,7,6
"moralsense",1,1,2,1,1
"moralsense",2,4,2,2,3
"moralsense",7,7,3,3,7
"moralsense",7,7,5,5,2
"moralsense",7,7,7,7,7
"moralsense",1,4,6,5,7
"moralsense",5,4,5,7,4
"moralsense",1,3,3,4,5
"moralsense",1,1,1,1,1
"moralsense",3,4,2,4,7
"moralsense",5,7,7,6,7
"moralsense",4,5,3,5,4
"moralsense",7,7,5,7,7
"moralsense",2,1,2,2,7
"moralsense",1,2,1,1,1
"moralsense",2,2,4,2,3
"moralsense",1,3,7,5,7
"moralsense",7,4,7,7,7
"moralsense",4,6,3,3,5
"moralsense",1,4,6,7,4
"moralsense",5,4,2,3,4
"moralsense",2,5,5,5,5
"moralsense",7,5,4,5,5
"moralsense",5,4,2,1,4
"moralsense",1,1,1,1,1
"moralsense",4,6,6,4,6
"moralsense",5,5,3,4,5
"moralsense",7,7,3,5,7
"moralsense",7,7,5,7,7
"moralsense",3,4,4,3,6
"moralsense",4,5,3,5,7
"moralsense",4,4,5,5,4
"moralsense",2,4,4,5,5
"moralsense",1,1,1,1,1
"moralsense",2,3,3,3,5
"moralsense",4,4,2,4,3
"moralsense",6,5,1,2,6
"moralsense",3,2,2,3,3
"moralsense",1,7,3,5,7
"moralsense",4,5,1,2,6
"moralsense",1,1,1,1,1
"moralsense",2,4,6,6,5
"moralsense",4,4,3,4,4
"moralsense",7,7,1,6,1
"moralsense",1,4,7,7,1
"moralsense",5,5,4,6,5
"moralsense",1,2,1,1,2
"moralsense",6,6,4,4,5
"moralsense",1,1,1,4,1
"moralsense",1,1,7,3,1
"moralsense",7,1,1,4,7
"moralsense",6,4,2,2,2
"moralsense",5,4,1,2,3
"moralsense",2,5,4,5,6
"moralsense",2,3,1,1,2
"moralsense",4,4,1,1,1
"moralsense",4,5,6,6,7
"moralsense",3,1,2,1,5
"moralsense",5,4,7,7,4
"moralsense",1,1,1,1,1
"moralsense",6,5,1,5,2
"moralsense",1,4,4,4,4
"moralsense",1,2,2,1,1
"moralsense",1,5,5,4,2
"moralsense",3,5,3,6,6
"moralsense",1,7,3,4,5
"moralsense",5,6,5,6,6
"moralsense",3,3,7,4,4
"moralsense",6,6,5,5,5
"moralsense",1,1,4,6,5
"moralsense",2,1,1,1,1
"moralsense",5,7,4,6,7
"moralsense",1,2,3,3,2
"moralsense",5,6,3,4,4
"moralsense",5,3,4,5,4
"moralsense",1,4,7,7,7
"moralsense",6,6,2,2,7
"moralsense",7,7,3,5,7
"moralsense",1,1,2,3,4
"moralsense",2,3,2,2,2
"moralsense",2,6,5,4,6
"moralsense",5,6,4,5,4
"moralsense",4,6,4,4,6
"moralsense",2,7,7,7,7
"moralsense",2,1,6,2,5
"moralsense",3,2,5,4,5
"moralsense",1,2,1,1,2
"moralsense",2,4,4,2,4
"moralsense",1,1,1,1,1
"moralsense",3,6,2,3,7
"moralsense",2,3,2,4,2
"moralsense",7,1,1,1,7
"moralsense",4,6,3,4,4
"moralsense",1,3,3,1,1
"moralsense",5,5,2,3,3
"moralsense",6,6,5,6,6
"moralsense",1,7,4,1,7
"moralsense",4,7,5,5,7
"moralsense",1,1,1,1,1
"moralsense",2,7,5,5,6
"moralsense",3,1,7,3,3
"moralsense",5,4,5,7,5
"moralsense",5,5,2,3,3
"moralsense",7,4,1,3,4
"moralsense",4,4,2,3,3
"moralsense",1,1,3,2,3
"moralsense",5,4,5,5,5
"moralsense",7,3,3,6,4
"moralsense",4,4,1,3,2
"moralsense",1,7,5,6,7
"moralsense",5,5,4,2,5
"moralsense",1,1,1,1,1
"moralsense",2,5,4,4,5
"moralsense",3,3,2,3,4
"moralsense",4,6,7,7,7
"moralsense",2,2,2,3,3
"moralsense",2,7,4,4,5
"moralsense",1,1,3,1,1
"moralsense",1,1,1,2,1
"moralsense",1,1,1,1,1
"moralsense",5,1,1,1,1
"moralsense",7,7,6,6,7
"moralsense",7,7,4,4,5
"moralsense",7,7,2,6,4
"moralsense",4,1,2,3,5
"moralsense",6,5,4,6,6
"moralsense",6,7,4,4,7
"moralsense",5,4,6,3,4
"moralsense",4,4,6,7,7
"moralsense",4,6,4,1,5
"moralsense",4,3,1,3,5
"moralsense",1,7,7,7,7
"moralsense",1,7,7,7,5
"moralsense",3,4,2,2,3
"moralsense",1,1,4,7,7
"moralsense",3,4,2,4,7
"moralsense",1,3,1,2,2
"moralsense",5,5,5,5,6
"moralsense",2,1,6,7,1
"moralsense",4,4,1,2,2
"moralsense",4,2,2,2,4
"moralsense",1,1,1,1,1
"moralsense",2,6,2,6,5
"moralsense",4,5,4,2,5
"moralsense",3,4,2,1,2
"moralsense",3,7,5,7,7
"moralsense",3,7,2,2,4
"moralsense",2,2,4,5,3
"moralsense",1,1,1,1,1
"moralsense",6,4,5,7,7
"moralsense",1,7,4,1,5
"moralsense",5,5,6,7,7
"moralsense",5,7,6,6,7
"moralsense",4,3,2,2,1
"moralsense",5,7,4,4,7
"moralsense",1,2,1,1,1
"moralsense",4,6,4,4,3
"moralsense",3,3,3,3,4
"moralsense",5,5,1,3,5
"moralsense",4,6,1,4,6
"moralsense",1,1,1,1,1
"moralsense",1,7,4,6,6
"moralsense",1,4,4,2,5
"moralsense",1,3,1,1,5
"moralsense",1,2,3,3,2
"moralsense",3,3,1,1,2
"moralsense",5,6,4,1,6
"moralsense",1,1,1,1,1
"moralsense",1,1,1,1,2
"moralsense",2,2,1,1,2
"moralsense",6,6,1,1,3
"moralsense",5,5,2,5,7
"moralsense",5,6,3,7,1
"moralsense",3,4,2,2,2
"moralsense",3,4,3,4,5
"moralsense",4,4,4,4,4
"moralsense",5,5,4,5,1
"moralsense",7,7,4,6,6
"moralsense",1,6,1,2,3
"moralsense",2,2,7,1,1
"moralsense",4,4,4,4,3
"moralsense",3,4,2,5,3
"moralsense",3,5,6,1,7
"moralsense",5,7,5,7,7
"moralsense",1,4,5,3,6
"moralsense",5,2,1,1,1
"moralsense",2,6,5,2,7
"moralsense",2,5,3,5,5
"moralsense",7,5,6,5,6
"moralsense",4,5,5,6,5
"moralsense",1,5,4,4,4
"moralsense",7,7,2,1,5
"moralsense",1,5,4,5,4
"moralsense",3,5,3,5,4
"moralsense",3,6,3,3,4
"moralsense",1,7,7,7,7
"moralsense",5,6,4,6,6
"moralsense",1,5,2,2,6
"moralsense",6,7,4,5,7
"moralsense",1,2,1,1,2
"moralsense",5,5,2,1,4
"moralsense",7,7,5,7,7
"moralsense",2,1,2,2,3
"moralsense",1,4,4,2,3
"moralsense",7,7,5,5,7
"moralsense",1,3,5,3,1
"moralsense",4,5,7,4,1
"moralsense",3,1,6,6,6
"moralsense",1,7,7,4,7
"moralsense",3,2,2,3,5
"moralsense",5,5,1,2,5
"moralsense",7,5,4,7,7
"moralsense",5,6,2,3,6
"moralsense",1,1,1,5,5
"moralsense",3,4,2,4,4
"moralsense",1,1,1,1,2
"moralsense",1,1,1,1,1
"moralsense",4,7,1,1,7
"moralsense",2,7,4,3,6
"moralsense",1,7,5,6,5
"moralsense",3,4,1,1,3
"moralsense",1,1,1,1,1
"moralsense",7,7,4,7,7
"moralsense",4,4,2,3,4
"moralsense",5,7,4,7,7
"moralsense",2,7,3,4,3
"moralsense",6,1,5,3,5
"moralsense",1,1,3,1,2
"moralsense",4,7,7,7,7
"moralsense",2,5,4,2,2
"moralsense",1,1,1,1,1
"moralsense",1,1,6,5,4
"moralsense",1,4,5,5,5
"moralsense",1,1,1,1,1
"moralsense",4,1,3,3,3
"moralsense",1,1,1,1,1
"moralsense",1,1,3,5,5
"moralsense",7,7,4,5,6
"moralsense",1,1,1,1,1
"moralsense",3,4,2,5,5
"moralsense",7,6,2,1,6
"moralsense",5,4,3,6,6
"moralsense",5,2,1,1,1
"moralsense",2,2,2,3,3
"moralsense",1,6,5,5,6
"moralsense",6,2,2,1,3
"moralsense",1,5,6,6,7
"moralsense",2,7,5,5,4
"moralsense",1,1,1,1,1
"moralsense",3,6,1,1,1
"moralsense",7,1,7,6,7
"moralsense",2,4,2,1,2
"moralsense",1,4,2,2,5
"moralsense",4,7,5,2,7
"moralsense",1,1,5,1,1
"moralsense",5,4,2,3,4
"moralsense",1,1,3,1,4
"moralsense",1,5,2,4,3
"moralsense",5,6,6,7,3
"moralsense",6,3,5,4,5
"moralsense",2,2,3,2,2
"moralsense",3,6,5,5,2
"moralsense",1,1,1,1,1
"moralsense",1,7,4,5,7
"moralsense",4,4,1,4,2
"moralsense",1,4,3,5,5
"moralsense",6,6,5,6,6
"moralsense",4,3,3,4,4
"moralsense",6,2,5,5,3
"moralsense",1,1,3,1,3
"moralsense",4,5,4,4,6
"moralsense",4,7,3,4,7
"moralsense",1,3,1,1,4
"moralsense",1,1,4,4,4
"moralsense",7,7,7,6,7
"moralsense",4,4,3,6,6
"moralsense",2,3,3,1,2
"moralsense",3,7,5,7,7
"moralsense",2,6,1,2,6
"moralsense",6,6,4,5,6
"moralsense",1,1,2,2,1
"moralsense",4,4,2,2,3
"moralsense",7,7,5,6,7
"moralsense",3,5,4,5,5
"moralsense",4,2,4,2,5
"moralsense",1,2,5,6,7
"moralsense",3,6,5,3,2
"moralsense",1,4,4,5,4
"moralsense",1,1,1,1,1
"moralsense",5,5,5,7,6
"moralsense",1,1,2,3,3
"moralsense",6,6,3,4,3
"moralsense",1,6,1,1,7
"moralsense",1,1,4,4,7
"moralsense",2,3,3,3,3
"moralsense",4,3,3,1,4
"moralsense",2,2,2,2,2
"moralsense",1,1,1,1,1
"moralsense",2,1,1,1,1
"moralsense",3,1,1,1,4
"moralsense",3,4,2,3,5
"moralsense",4,4,7,6,3
"moralsense",3,2,2,6,4
"moralsense",5,5,7,7,7
"moralsense",4,5,4,6,3
"moralsense",3,3,1,1,3
"moralsense",4,3,3,4,5
"moralsense",6,5,4,5,5
"moralsense",2,3,3,3,3
"moralsense",3,1,3,2,2
"moralsense",1,4,1,5,6
"moralsense",4,4,2,2,4
"moralsense",4,4,3,1,1
"moralsense",2,5,3,5,6
"moralsense",1,4,4,6,4
"moralsense",4,5,5,5,5
"moralsense",1,1,2,1,2
"moralsense",4,4,3,5,4
"moralsense",7,7,5,5,5
"moralsense",1,4,7,7,7
"moralsense",4,7,5,7,7
"moralsense",7,6,4,5,7
"moralsense",4,7,4,5,7
"moralsense",5,4,2,2,5
"moralsense",1,2,1,1,1
"moralsense",1,1,1,1,1
"moralsense",1,1,3,5,5
"moralsense",2,5,4,5,5
"moralsense",1,6,5,6,6
"moralsense",3,6,4,6,5
"moralsense",5,1,5,4,3
"moralsense",3,3,4,4,3
"moralsense",6,7,7,7,7
"moralsense",6,4,1,4,5
"moralsense",3,3,2,1,5
"moralsense",6,7,3,7,6
"moralsense",6,5,2,4,4
"moralsense",1,3,3,3,5
"moralsense",2,3,3,4,1
"moralsense",1,5,6,7,7
"moralsense",7,7,3,5,7
"moralsense",1,1,1,1,7
"moralsense",7,6,5,5,7
"moralsense",2,7,7,7,7
"moralsense",4,4,4,4,4
"moralsense",6,7,6,5,7
"moralsense",4,5,3,4,3
"moralsense",1,1,1,1,1
"moralsense",1,5,6,7,7
"westernkentucky",6,6,3,3,5
"westernkentucky",2,3,2,4,2
"westernkentucky",1,6,6,6,6
"westernkentucky",6,6,4,6,7
"westernkentucky",6,6,2,4,4
"mcdanielonline",3,5,1,7,5
"mcdanielonline",4,4,5,5,4
"westernkentucky",1,4,5,6,7
"westernkentucky",7,3,2,7,7
"westernkentucky",4,6,5,4,5
"westernkentucky",7,7,5,7,7
"westernkentucky",2,4,3,3,4
"simmons",7,7,6,6,7
"mcdanielonline",5,1,3,6,6
"kenyon",5,7,2,4,4
"kenyon",6,6,3,3,3
"umich",7,5,3,3,5
"mcdanielonline",6,6,4,5,2
"mcdanielonline",2,6,3,6,7
"mcdanielonline",2,6,7,7,6
"mcdanielonline",5,6,5,5,6
"mcdanielonline",4,3,1,1,4
"mcdanielonline",2,5,5,6,7
"mcdanielonline",1,6,6,5,6
"mcdanielonline",7,2,2,7,7
"mcdanielonline",4,7,6,4,5
"mcdanielonline",2,7,4,7,7
"kenyon",6,5,3,3,4
"kenyon",7,6,2,5,7
"westernkentucky",7,7,7,7,7
"kenyon",4,7,7,6,3
"kenyon",1,1,2,2,5
"westernkentucky",5,5,2,6,5
"westernkentucky",7,6,3,4,5
"umich",1,6,4,5,5
"umich",2,5,6,6,7
"umich",2,6,2,3,5
"umich",5,5,4,4,5
"umich",1,7,4,1,6
"umich",3,4,2,3,5
"mcdanielonline",6,4,4,3,6
"kenyon",7,7,3,5,7
"umich",6,6,6,6,6
"loyola",7,7,5,5,7
"loyola",2,5,2,5,5
"kenyon",2,7,4,6,7
"mcdanielonline",1,3,5,6,5
"kenyon",1,5,1,3,2
"kenyon",3,5,2,2,7
"kenyon",5,7,5,4,6
"loyola",5,5,5,5,6
"loyola",1,3,5,5,6
"loyola",3,5,5,4,4
"loyola",1,5,5,6,7
"loyola",2,6,6,6,6
"mcdanielonline",7,6,4,5,7
"umich",7,7,1,3,7
"umich",5,5,4,5,4
"loyola",4,7,6,7,7
"loyola",1,1,5,3,7
"psualtoona",3,6,4,5,7
"westernkentucky",4,7,1,4,5
"psualtoona",7,7,4,7,6
"psualtoona",5,7,3,2,7
"psualtoona",7,7,4,7,7
"psualtoona",6,6,5,6,6
"psualtoona",1,3,2,2,2
"psualtoona",1,1,1,1,1
"kenyon",7,6,5,6,7
"kenyon",5,3,1,7,7
"kenyon",3,3,1,1,4
"kenyon",5,5,4,7,7
"kenyon",2,2,1,2,5
"westernkentucky",7,3,5,6,5
"simmons",3,5,2,5,3
"simmons",6,5,5,6,6
"loyola",7,7,7,7,7
"psualtoona",7,7,5,5,7
"psualtoona",6,6,4,3,5
"psualtoona",7,7,2,5,7
"csunorthonline",2,6,7,7,4
"csunorthonline",7,3,7,4,6
"csunorthonline",7,7,4,3,5
"csunorthonline",7,7,7,7,7
"psualtoona",6,7,2,5,7
"psualtoona",7,7,3,4,7
"csunorthonline",6,1,3,5,7
"csunorthonline",4,6,6,7,7
"kenyon",2,2,2,2,3
"kenyon",7,7,1,1,1
"psualtoona",1,7,4,5,4
"csunorthonline",2,3,3,4,2
"westernkentucky",3,1,2,2,2
"csunorthonline",2,6,7,7,7
"westernkentucky",6,3,2,4,5
"westernkentucky",6,7,6,4,6
"csunorthonline",7,7,2,6,7
"csunorthonline",5,5,2,2,6
"csunorthonline",5,6,6,6,7
"kenyon",6,6,3,3,4
"psualtoona",7,7,3,2,7
"psualtoona",4,4,1,2,6
"csunorthonline",6,7,7,7,7
"kenyon",4,5,1,5,4
"kenyon",2,5,3,3,5
"psualtoona",7,7,5,7,7
"csunorthonline",5,5,6,6,6
"csunorthonline",3,2,4,4,4
"csunorthonline",7,2,4,5,5
"csunorthonline",6,7,6,7,7
"mcdanielonline",3,3,5,7,7
"csunorthonline",3,3,1,1,4
"csunorthonline",1,3,2,3,3
"westernkentucky",5,6,4,4,5
"westernkentucky",1,1,4,1,1
"csunorthonline",1,3,5,2,1
"loyola",5,1,2,6,2
"mcdanielonline",7,7,7,7,7
"csunorthonline",7,7,4,7,7
"loyola",6,2,1,1,3
"loyola",6,7,5,6,7
"loyola",4,4,4,5,5
"csunorthonline",6,6,4,3,4
"csunorthonline",4,5,3,7,7
"loyola",6,2,6,3,5
"csunorthonline",7,7,4,6,7
"csunorthonline",4,4,2,7,6
"csunorthonline",5,5,4,4,4
"csunorthonline",3,7,3,2,5
"mcdanielonline",7,2,4,5,7
"csunorthonline",6,6,1,1,1
"csunorthonline",7,7,1,4,5
"csunorthonline",3,4,4,5,4
"csunorthonline",7,7,7,7,7
"csunorthonline",1,3,3,3,3
"westernkentucky",6,1,3,6,6
"westernkentucky",7,7,4,7,7
"westernkentucky",4,4,2,4,5
"vcu",3,3,5,3,4
"vcu",2,7,3,3,3
"westernkentucky",5,6,4,5,6
"mcdanielonline",5,5,1,1,5
"vcu",4,4,5,5,5
"csunorthonline",2,7,3,3,7
"loyola",6,7,5,5,6
"loyola",4,4,5,5,5
"loyola",5,3,2,3,5
"loyola",6,4,1,3,3
"loyola",4,7,5,6,7
"csunorthonline",5,6,6,5,7
"csunorthonline",1,3,3,4,3
"loyola",5,4,7,7,5
"loyola",5,5,1,4,4
"loyola",7,7,6,6,7
"csunorthonline",7,7,7,7,7
"loyola",4,7,4,5,7
"csunorthonline",7,3,6,3,7
"csunorthonline",7,7,2,7,7
"csunorthonline",7,7,5,6,5
"csunorthonline",1,7,3,5,7
"csunorthonline",5,5,4,5,3
"umich",7,1,4,5,1
"loyola",6,1,5,7,6
"loyola",6,6,6,5,7
"loyola",7,1,7,7,3
"loyola",3,5,7,7,7
"loyola",7,7,7,7,7
"csunorthonline",6,6,3,5,6
"csunorthonline",2,3,1,1,3
"csunorthonline",6,6,3,3,6
"psualtoona",6,6,7,7,7
"westernkentucky",7,4,2,2,3
"westernkentucky",7,7,7,7,7
"westernkentucky",7,7,6,6,7
"psualtoona",7,7,2,1,3
"westernkentucky",7,7,4,5,7
"westernkentucky",6,7,5,6,5
"psualtoona",7,7,4,5,7
"psualtoona",2,1,3,7,3
"westernkentucky",3,7,7,7,5
"westernkentucky",5,5,3,2,4
"westernkentucky",4,7,1,6,6
"westernkentucky",3,4,2,2,2
"westernkentucky",2,4,5,2,4
"psualtoona",1,3,4,3,5
"psualtoona",3,2,1,4,3
"psualtoona",4,7,5,5,7
"psualtoona",7,7,5,7,7
"psualtoona",1,7,1,1,7
"psualtoona",1,6,2,4,7
"psualtoona",7,7,2,4,7
"psualtoona",7,7,6,7,7
"mcdanielonline",6,6,5,7,7
"kenyon",6,6,4,6,6
"westernkentucky",2,4,1,3,5
"westernkentucky",2,3,5,6,6
"westernkentucky",4,2,3,2,1
"loyola",7,7,7,7,6
"loyola",7,2,2,4,6
"loyola",1,1,2,2,4
"loyola",6,6,7,6,6
"loyola",1,7,1,5,7
"loyola",7,7,1,1,1
"loyola",3,1,5,5,6
"loyola",7,3,1,4,3
"loyola",5,4,3,3,3
"mcdanielonline",2,6,6,6,6
"mcdanielonline",5,6,2,2,5
"vcu",6,4,6,6,6
"vcu",3,3,2,3,3
"mcdanielonline",7,6,1,3,4
"mcdanielonline",1,7,7,5,7
"psualtoona",2,5,5,7,7
"psualtoona",7,6,4,6,7
"psualtoona",5,6,5,3,5
"psualtoona",6,6,7,6,7
"mcdanielonline",5,5,2,2,5
"psualtoona",2,7,5,5,6
"psualtoona",5,5,1,4,5
"psualtoona",1,3,7,3,7
"psualtoona",1,5,4,5,5
"kenyon",4,6,1,1,5
"westernkentucky",4,5,2,2,5
"westernkentucky",6,6,7,5,6
"psualtoona",1,6,1,1,3
"psualtoona",3,5,4,4,5
"psualtoona",3,3,5,6,5
"psualtoona",7,7,5,7,5
"westernkentucky",4,4,5,5,6
"westernkentucky",3,5,2,3,5
"westernkentucky",7,7,5,5,7
"westernkentucky",6,5,2,3,6
"westernkentucky",1,1,4,6,3
"loyola",4,4,2,3,6
"loyola",2,4,6,7,6
"loyola",1,1,1,1,1
"loyola",5,5,4,7,7
"loyola",2,3,3,5,3
"mcdanielonline",1,7,3,5,2
"kenyon",5,2,2,2,2
"kenyon",5,5,2,3,5
"kenyon",5,5,2,5,5
"kenyon",4,4,4,4,4
"westernkentucky",7,7,1,6,7
"westernkentucky",1,3,4,7,4
"westernkentucky",7,6,1,1,7
"kenyon",1,2,2,2,3
"kenyon",3,4,3,5,5
"mcdanielonline",7,7,5,5,7
"mcdanielonline",7,2,4,3,5
"loyola",1,3,4,4,2
"mcdanielonline",6,5,5,5,6
"mcdanielonline",4,4,4,5,6
"loyola",6,6,5,5,6
"umich",3,3,5,4,5
"umich",3,4,1,2,5
"umich",6,4,4,4,4
"umich",5,7,5,4,7
"umich",5,6,5,6,6
"umich",5,6,4,5,6
"umich",6,5,2,7,6
"umich",1,5,5,5,7
"umich",1,2,1,1,1
"umich",1,1,1,1,4
"umich",4,4,1,2,5
"loyola",1,1,3,6,7
"loyola",7,7,6,6,7
"mcdanielonline",2,5,3,6,6
"psualtoona",7,7,2,4,4
"psualtoona",7,7,5,4,6
"psualtoona",6,6,6,6,6
"psualtoona",4,5,3,3,4
"psualtoona",2,7,2,5,6
"westernkentucky",4,7,5,7,5
"westernkentucky",7,3,3,7,7
"simmons",7,7,2,4,3
"psualtoona",7,7,5,5,7
"psualtoona",4,4,5,5,7
"psualtoona",3,3,3,3,3
"psualtoona",7,4,4,5,5
"psualtoona",2,6,3,3,3
"psualtoona",2,2,5,5,2
"psualtoona",5,7,4,5,6
"psualtoona",4,3,1,5,7
"psualtoona",5,6,6,7,5
"psualtoona",6,6,6,6,6
"mcdanielonline",7,3,4,7,5
"mcdanielonline",1,6,3,6,5
"kenyon",7,6,5,7,1
"vcu",7,5,7,7,7
"simmons",4,7,3,6,7
"simmons",5,7,4,3,6
"loyola",3,1,3,2,4
"loyola",1,1,4,5,5
"loyola",4,6,3,4,2
"loyola",2,3,7,7,7
"loyola",4,7,1,5,4
"mcdanielonline",5,4,1,3,5
"simmons",7,7,5,5,1
"simmons",7,1,4,7,7
"loyola",7,7,7,7,6
"loyola",5,7,3,4,6
"vcu",7,7,6,4,7
"vcu",5,6,7,5,6
"kenyon",2,5,3,3,5
"kenyon",5,6,3,2,2
"westernkentucky",3,1,2,2,2
"westernkentucky",5,6,4,6,6
"westernkentucky",6,7,2,1,4
"westernkentucky",5,7,5,7,6
"westernkentucky",5,6,2,5,7
"mcdanielonline",3,4,5,5,4
"mcdanielonline",7,7,5,7,7
"mcdanielonline",6,5,5,6,6
"tamu",1,1,6,6,7
"mcdanielonline",4,6,1,7,5
"mcdanielonline",7,7,3,5,7
"tamu",5,6,1,1,4
"loyola",5,4,4,4,3
"tamu",3,4,3,3,5
"loyola",7,7,7,7,7
"loyola",7,7,6,7,7
"vcu",7,7,5,5,4
"vcu",5,5,4,5,5
"kenyon",1,2,4,5,5
"kenyon",1,5,1,1,5
"tamu",6,6,4,6,5
"kenyon",1,2,3,5,5
"tamu",2,3,2,4,5
"tamu",1,1,5,6,7
"tamu",3,6,2,2,6
"tamu",1,1,3,3,6
"tamu",6,7,3,3,6
"tamu",5,7,2,4,5
"loyola",6,6,4,3,4
"tamu",7,7,6,6,7
"loyola",3,7,3,5,7
"kenyon",4,6,5,7,6
"tamu",6,7,3,4,7
"tamu",3,2,3,4,5
"tamu",6,6,5,5,6
"kenyon",4,7,4,4,3
"tamu",3,4,2,5,5
"kenyon",1,4,3,2,5
"tamu",5,5,5,4,7
"loyola",4,7,6,7,1
"kenyon",7,7,5,6,7
"kenyon",1,7,6,6,6
"tamu",1,1,2,5,1
"kenyon",1,1,3,3,3
"tamu",4,6,4,4,4
"tamu",6,7,3,3,7
"loyola",3,6,5,7,7
"tamu",7,7,3,6,7
"tamu",7,7,5,5,7
"loyola",2,5,3,5,4
"tamu",1,4,2,3,5
"tamu",7,7,5,5,6
"tamu",2,2,2,7,7
"tamu",5,4,3,2,3
"tamu",1,1,7,1,1
"vcu",4,6,2,3,7
"vcu",2,2,2,2,4
"vcu",6,1,3,6,4
"vcu",5,5,6,6,6
"mcdanielonline",1,6,4,5,7
"tamu",7,7,5,6,7
"tamu",1,1,1,4,3
"armstrong",5,6,4,5,6
"psualtoona",7,7,5,7,7
"armstrong",1,2,1,4,1
"psualtoona",7,7,6,7,7
"armstrong",7,7,3,4,7
"psualtoona",7,5,4,3,6
"psualtoona",1,1,7,5,6
"psualtoona",7,7,6,6,6
"tamu",3,4,2,2,2
"armstrong",1,6,5,4,5
"tamu",5,4,2,2,3
"psualtoona",2,4,5,5,6
"armstrong",5,7,5,7,5
"psualtoona",7,7,5,6,7
"psualtoona",1,4,2,4,3
"psualtoona",5,4,4,7,7
"tamu",5,5,5,5,6
"tamu",2,6,3,7,7
"armstrong",5,7,4,7,4
"tamu",4,7,4,4,6
"tamu",6,6,2,4,6
"tamu",2,1,3,3,6
"tamu",2,2,4,4,2
"armstrong",1,3,4,3,3
"loyola",5,7,6,6,7
"loyola",2,6,5,5,5
"tamu",1,5,4,6,7
"tamu",1,7,5,5,7
"tamu",6,7,3,7,7
"tamu",5,6,2,4,4
"tamu",3,5,6,6,6
"tamu",5,6,4,5,7
"tamu",2,4,3,4,5
"tamu",3,7,5,6,7
"tamu",7,7,7,7,7
"psualtoona",5,6,5,5,5
"westernkentucky",7,4,4,5,7
"westernkentucky",5,6,6,6,6
"psualtoona",2,3,5,5,4
"westernkentucky",7,7,7,7,7
"psualtoona",3,7,4,6,7
"loyola",1,7,2,3,4
"westernkentucky",5,2,2,2,5
"psualtoona",3,5,3,4,5
"psualtoona",7,7,6,7,7
"psualtoona",6,5,5,5,4
"psualtoona",4,4,2,3,3
"westernkentucky",4,7,1,1,5
"westernkentucky",1,7,7,7,7
"westernkentucky",1,7,1,5,4
"psualtoona",2,2,1,2,2
"psualtoona",5,6,4,4,5
"psualtoona",1,4,1,3,7
"psualtoona",5,7,3,4,6
"simmons",5,4,2,3,4
"psualtoona",4,7,1,1,4
"psualtoona",1,7,6,3,6
"psualtoona",7,7,1,7,7
"psualtoona",5,7,6,6,6
"simmons",7,7,2,7,5
"armstrong",4,5,4,4,5
"armstrong",5,7,4,4,5
"armstrong",1,7,4,7,7
"armstrong",1,4,7,7,7
"westernkentucky",6,7,7,7,7
"loyola",2,6,4,3,6
"vcu",1,7,3,3,3
"loyola",4,4,3,5,6
"loyola",7,7,5,6,7
"loyola",2,2,6,6,6
"loyola",5,5,3,5,5
"armstrong",1,7,5,6,4
"armstrong",7,7,7,7,7
"mcdanielonline",1,1,5,5,7
"simmons",7,7,7,7,7
"mcdanielonline",5,4,1,4,1
"mcdanielonline",7,5,2,3,6
"armstrong",2,3,2,5,5
"armstrong",7,7,7,7,7
"loyola",6,5,3,3,6
"armstrong",2,2,2,3,3
"loyola",6,6,4,6,7
"loyola",4,5,1,5,7
"armstrong",6,7,4,6,7
"simmons",7,7,4,5,7
"mcdanielonline",5,6,4,5,5
"mcdanielonline",7,4,7,7,7
